frameIndex;frameTime;pcm_LOGenergy
198;21.780000;-5.965381e+00
199;21.890000;-4.903022e+00
200;22.000000;-4.663746e+00
201;22.110000;-4.903017e+00
202;22.220000;-4.518271e+00
203;22.330000;-4.250262e+00
204;22.440000;-5.158074e+00
205;22.550000;-5.225921e+00
206;22.660000;-4.674338e+00
207;22.770000;-4.787569e+00
208;22.880000;-4.797148e+00
209;22.990000;-4.762702e+00
210;23.100000;-4.668279e+00
211;23.210000;-4.629407e+00
212;23.320000;-4.716678e+00
213;23.430000;-4.893117e+00
214;23.540000;-4.258561e+00
215;23.650000;-4.229671e+00
216;23.760000;-4.705568e+00
217;23.870000;-5.344973e+00
218;23.980000;-5.898841e+00
219;24.090000;-5.722739e+00
220;24.200000;-5.769743e+00
221;24.310000;-5.643001e+00
222;24.420000;-6.291119e+00
223;24.530000;-5.043277e+00
224;24.640000;-5.375268e+00
225;24.750000;-5.908091e+00
226;24.860000;-6.462369e+00
227;24.970000;-6.170213e+00
228;25.080000;-6.632904e+00
229;25.190000;-4.993326e+00
230;25.300000;-5.319504e+00
231;25.410000;-3.229562e+00
232;25.520000;-3.952474e+00
233;25.630000;-4.211412e+00
234;25.740000;-4.544639e+00
235;25.850000;-4.004899e+00
236;25.960000;-3.497704e+00
237;26.070000;-3.593138e+00
238;26.180000;-3.497272e+00
239;26.290000;-4.152200e+00
240;26.400000;-5.739908e+00
241;26.510000;-3.862156e+00
242;26.620000;-3.914910e+00
243;26.730000;-3.707036e+00
244;26.840000;-3.265267e+00
245;26.950000;-3.097132e+00
246;27.060000;-4.678714e+00
247;27.170000;-4.201234e+00
248;27.280000;-3.673167e+00
249;27.390000;-3.971754e+00
250;27.500000;-3.888752e+00
251;27.610000;-4.444830e+00
252;27.720000;-4.061163e+00
253;27.830000;-3.609550e+00
254;27.940000;-3.320830e+00
255;28.050000;-6.472376e+00
256;28.160000;-3.434924e+00
257;28.270000;-3.558640e+00
258;28.380000;-4.885452e+00
259;28.490000;-4.483305e+00
260;28.600000;-3.435434e+00
261;28.710000;-3.456789e+00
262;28.820000;-3.361639e+00
263;28.930000;-4.068833e+00
264;29.040000;-4.904698e+00
265;29.150000;-4.674642e+00
266;29.260000;-3.709476e+00
267;29.370000;-3.255232e+00
268;29.480000;-3.419306e+00
269;29.590000;-5.996003e+00
270;29.700000;-3.894811e+00
271;29.810000;-5.482985e+00
272;29.920000;-3.688173e+00
273;30.030000;-2.617856e+00
274;30.140000;-3.945935e+00
275;30.250000;-6.065940e+00
276;30.360000;-4.431605e+00
277;30.470000;-5.434419e+00
278;30.580000;-2.792473e+00
279;30.690000;-3.486171e+00
280;30.800000;-2.795532e+00
281;30.910000;-3.176003e+00
282;31.020000;-4.147301e+00
283;31.130000;-4.288871e+00
284;31.240000;-3.243223e+00
285;31.350000;-3.101017e+00
286;31.460000;-2.872845e+00
287;31.570000;-5.035285e+00
288;31.680000;-3.123862e+00
289;31.790000;-3.486672e+00
290;31.900000;-3.911218e+00
291;32.010000;-5.274154e+00
292;32.120000;-3.579785e+00
293;32.230000;-3.239639e+00
294;32.340000;-3.625060e+00
295;32.450000;-4.473737e+00
296;32.560000;-5.110212e+00
297;32.670000;-4.867726e+00
298;32.780000;-4.172737e+00
299;32.890000;-4.383531e+00
300;33.000000;-5.317713e+00
301;33.110000;-4.625475e+00
302;33.220000;-3.941847e+00
303;33.330000;-5.728320e+00
304;33.440000;-3.916203e+00
305;33.550000;-4.271034e+00
306;33.660000;-5.041764e+00
307;33.770000;-6.167515e+00
308;33.880000;-4.064721e+00
309;33.990000;-3.265053e+00
310;34.100000;-4.952408e+00
311;34.210000;-4.873576e+00
312;34.320000;-4.949406e+00
313;34.430000;-5.641292e+00
314;34.540000;-3.996170e+00
315;34.650000;-3.574462e+00
316;34.760000;-3.529433e+00
317;34.870000;-3.644434e+00
318;34.980000;-3.364422e+00
319;35.090000;-6.585382e+00
320;35.200000;-2.749812e+00
321;35.310000;-3.272503e+00
322;35.420000;-3.948848e+00
323;35.530000;-3.090638e+00
324;35.640000;-2.755910e+00
325;35.750000;-3.160605e+00
326;35.860000;-3.130692e+00
327;35.970000;-3.174422e+00
328;36.080000;-3.175181e+00
329;36.190000;-3.089612e+00
330;36.300000;-3.019997e+00
331;36.410000;-3.345090e+00
332;36.520000;-3.291570e+00
333;36.630000;-3.335758e+00
334;36.740000;-3.472816e+00
335;36.850000;-3.335478e+00
336;36.960000;-3.171085e+00
337;37.070000;-3.520175e+00
338;37.180000;-3.225765e+00
339;37.290000;-3.281768e+00
340;37.400000;-3.444740e+00
341;37.510000;-3.788872e+00
342;37.620000;-3.037450e+00
343;37.730000;-3.486275e+00
344;37.840000;-3.201736e+00
345;37.950000;-3.328865e+00
346;38.060000;-3.774307e+00
347;38.170000;-3.493304e+00
348;38.280000;-4.027333e+00
349;38.390000;-3.872640e+00
350;38.500000;-4.493104e+00
351;38.610000;-4.798127e+00
352;38.720000;-4.898313e+00
353;38.830000;-2.909287e+00
354;38.940000;-3.119578e+00
355;39.050000;-3.140083e+00
356;39.160000;-4.402199e+00
357;39.270000;-3.044902e+00
358;39.380000;-2.776012e+00
359;39.490000;-3.559586e+00
360;39.600000;-4.445303e+00
361;39.710000;-2.341541e+00
362;39.820000;-3.077773e+00
363;39.930000;-2.683952e+00
364;40.040000;-4.654679e+00
365;40.150000;-5.154317e+00
366;40.260000;-3.865375e+00
367;40.370000;-3.290077e+00
368;40.480000;-2.551292e+00
369;40.590000;-2.926952e+00
370;40.700000;-2.576404e+00
371;40.810000;-2.758337e+00
372;40.920000;-2.930888e+00
373;41.030000;-2.719740e+00
374;41.140000;-2.849289e+00
375;41.250000;-2.878950e+00
376;41.360000;-2.929709e+00
377;41.470000;-2.803414e+00
378;41.580000;-2.723028e+00
379;41.690000;-4.087944e+00
380;41.800000;-4.492822e+00
381;41.910000;-4.892969e+00
382;42.020000;-3.464170e+00
383;42.130000;-3.591996e+00
384;42.240000;-3.506201e+00
385;42.350000;-3.182080e+00
386;42.460000;-4.600683e+00
387;42.570000;-7.155917e+00
388;42.680000;-4.899809e+00
389;42.790000;-3.329612e+00
390;42.900000;-2.792305e+00
391;43.010000;-3.105953e+00
392;43.120000;-3.016487e+00
393;43.230000;-3.137366e+00
394;43.340000;-3.248396e+00
395;43.450000;-4.199905e+00
396;43.560000;-5.212223e+00
397;43.670000;-6.431901e+00
398;43.780000;-4.511437e+00
399;43.890000;-5.283163e+00
400;44.000000;-4.763330e+00
401;44.110000;-4.112958e+00
402;44.220000;-3.281748e+00
403;44.330000;-4.515919e+00
404;44.440000;-6.369505e+00
405;44.550000;-3.141200e+00
406;44.660000;-2.752136e+00
407;44.770000;-3.464244e+00
408;44.880000;-3.101608e+00
409;44.990000;-3.242670e+00
410;45.100000;-3.286256e+00
411;45.210000;-3.534257e+00
412;45.320000;-3.444549e+00
413;45.430000;-6.086114e+00
414;45.540000;-4.329483e+00
415;45.650000;-5.877017e+00
416;45.760000;-6.111447e+00
417;45.870000;-6.860971e+00
418;45.980000;-2.747080e+00
419;46.090000;-3.360180e+00
420;46.200000;-4.450451e+00
421;46.310000;-5.492587e+00
422;46.420000;-3.834267e+00
423;46.530000;-4.047848e+00
424;46.640000;-4.908217e+00
425;46.750000;-6.054118e+00
426;46.860000;-3.328583e+00
427;46.970000;-2.932977e+00
428;47.080000;-3.095970e+00
429;47.190000;-6.650272e+00
430;47.300000;-3.221516e+00
431;47.410000;-3.716266e+00
432;47.520000;-5.166203e+00
433;47.630000;-5.033763e+00
434;47.740000;-4.136753e+00
435;47.850000;-4.761113e+00
436;47.960000;-3.927906e+00
437;48.070000;-3.206959e+00
438;48.180000;-3.284022e+00
439;48.290000;-2.902595e+00
440;48.400000;-3.365780e+00
441;48.510000;-3.298296e+00
442;48.620000;-3.213535e+00
443;48.730000;-3.406352e+00
444;48.840000;-3.780637e+00
445;48.950000;-3.920532e+00
446;49.060000;-5.201728e+00
447;49.170000;-5.783159e+00
448;49.280000;-5.667990e+00
449;49.390000;-3.651010e+00
450;49.500000;-4.099594e+00
451;49.610000;-5.615546e+00
452;49.720000;-5.635173e+00
453;49.830000;-3.442091e+00
454;49.940000;-2.911246e+00
455;50.050000;-3.610707e+00
456;50.160000;-3.513595e+00
457;50.270000;-3.885593e+00
458;50.380000;-3.386034e+00
459;50.490000;-3.937148e+00
460;50.600000;-5.321608e+00
461;50.710000;-6.775186e+00
462;50.820000;-4.491207e+00
463;50.930000;-5.432111e+00
464;51.040000;-4.121797e+00
465;51.150000;-5.989875e+00
466;51.260000;-3.436597e+00
467;51.370000;-5.261814e+00
468;51.480000;-3.013441e+00
469;51.590000;-3.116155e+00
470;51.700000;-3.365112e+00
471;51.810000;-3.246089e+00
472;51.920000;-3.079002e+00
473;52.030000;-4.159513e+00
474;52.140000;-3.584611e+00
475;52.250000;-4.475909e+00
476;52.360000;-5.776187e+00
477;52.470000;-6.645872e+00
478;52.580000;-5.202280e+00
479;52.690000;-6.279732e+00
480;52.800000;-4.443760e+00
481;52.910000;-4.034807e+00
482;53.020000;-4.446316e+00
483;53.130000;-4.006934e+00
484;53.240000;-2.705163e+00
485;53.350000;-2.890882e+00
486;53.460000;-3.607083e+00
487;53.570000;-3.697027e+00
488;53.680000;-3.433776e+00
489;53.790000;-4.927291e+00
490;53.900000;-4.134354e+00
491;54.010000;-4.632016e+00
492;54.120000;-3.484825e+00
493;54.230000;-3.313019e+00
494;54.340000;-2.810180e+00
495;54.450000;-3.582876e+00
496;54.560000;-5.387309e+00
497;54.670000;-3.408765e+00
498;54.780000;-3.167002e+00
499;54.890000;-4.458889e+00
500;55.000000;-5.305236e+00
501;55.110000;-3.607590e+00
502;55.220000;-2.954257e+00
503;55.330000;-3.118876e+00
504;55.440000;-3.434733e+00
505;55.550000;-3.401723e+00
506;55.660000;-3.063624e+00
507;55.770000;-3.867953e+00
508;55.880000;-3.696168e+00
509;55.990000;-4.423902e+00
510;56.100000;-4.487653e+00
511;56.210000;-4.948970e+00
512;56.320000;-5.370746e+00
513;56.430000;-5.805908e+00
514;56.540000;-3.814260e+00
515;56.650000;-4.391608e+00
516;56.760000;-4.914823e+00
517;56.870000;-5.919584e+00
518;56.980000;-2.942445e+00
519;57.090000;-3.091952e+00
520;57.200000;-3.139774e+00
521;57.310000;-3.928519e+00
522;57.420000;-3.986445e+00
523;57.530000;-4.052813e+00
524;57.640000;-3.091769e+00
525;57.750000;-3.020039e+00
526;57.860000;-3.832690e+00
527;57.970000;-4.427240e+00
528;58.080000;-4.628129e+00
529;58.190000;-4.567401e+00
530;58.300000;-3.092973e+00
531;58.410000;-2.921168e+00
532;58.520000;-3.115541e+00
533;58.630000;-3.274044e+00
534;58.740000;-3.266886e+00
535;58.850000;-3.471833e+00
536;58.960000;-4.614114e+00
537;59.070000;-4.855863e+00
538;59.180000;-5.225365e+00
539;59.290000;-5.864195e+00
540;59.400000;-3.666451e+00
541;59.510000;-3.778732e+00
542;59.620000;-3.350277e+00
543;59.730000;-3.335438e+00
544;59.840000;-5.676153e+00
545;59.950000;-3.581767e+00
